URL,Status,Title,Length,Redirects,Depth,Sensitive Types,Sensitive Counts,Sensitive Details,Is Duplicate
https://opencode.ai/docs/zen/,200,Zen | OpenCode,66380,接口,,1,IP地址|邮箱,5|1,IP地址:31.2.69.82; 1.9.91.08; 5.92.42.36; 4.32.08.08; 2.03.08.08|邮箱:contact@anoma.ly,否
https://opencode.ai/docs/,200,Intro | OpenCode,86445,接口,,1,IP地址,5,IP地址:31.2.69.82; 1.9.91.08; 5.92.42.36; 4.32.08.08; 2.03.08.08,否
https://opencode.ai/docs/rules/,200,Rules | OpenCode,67175,接口,,1,IP地址,5,IP地址:31.2.69.82; 1.9.91.08; 5.92.42.36; 4.32.08.08; 2.03.08.08,否
https://opencode.ai/docs/cli/,200,CLI | OpenCode,95005,接口,,1,内网IP|IP地址,1|7,"内网IP:('10.20.30.40', '')|IP地址:31.2.69.82; 0.0.0.0; 1.9.91.08; 5.92.42.36; 10.20.30.40; 4.32.08.08; 2.03.08.08",否
https://opencode.ai/docs/github/,200,GitHub | OpenCode,88690,接口,,1,IP地址,5,IP地址:31.2.69.82; 1.9.91.08; 5.92.42.36; 4.32.08.08; 2.03.08.08,否
https://opencode.ai/docs/network/,200,Network | OpenCode,46724,接口,,1,内网IP|IP地址|邮箱|Basic认证|Authorization,1|6|1|1|1,"内网IP:('127.0.0.1', '')|IP地址:31.2.69.82; 1.9.91.08; 127.0.0.1; 5.92.42.36; 4.32.08.08; 2.03.08.08|邮箱:password@proxy.example.com|Basic认证:basic authentication|Authorization:basic authentication",否
https://opencode.ai/docs/tui/,200,TUI | OpenCode,85790,接口,,1,IP地址,5,IP地址:31.2.69.82; 1.9.91.08; 5.92.42.36; 4.32.08.08; 2.03.08.08,否
https://opencode.ai/docs/keybinds/,200,Keybinds | OpenCode,80517,接口,,1,IP地址,5,IP地址:31.2.69.82; 1.9.91.08; 5.92.42.36; 4.32.08.08; 2.03.08.08,否
https://opencode.ai/docs/tools/,200,Tools | OpenCode,89143,接口,,1,IP地址,5,IP地址:31.2.69.82; 1.9.91.08; 5.92.42.36; 4.32.08.08; 2.03.08.08,否
https://opencode.ai/docs/web/,200,Web | OpenCode,55926,接口,,1,内网IP|IP地址,2|8,"内网IP:('192.168.1.100', ''); ('127.0.0.1', '')|IP地址:31.2.69.82; 0.0.0.0; 192.168.1.100; 1.9.91.08; 127.0.0.1; 5.92.42.36; 4.32.08.08; 2.03.08.08",否
https://opencode.ai/docs/themes/,200,Themes | OpenCode,108429,接口,,1,IP地址,5,IP地址:31.2.69.82; 1.9.91.08; 5.92.42.36; 4.32.08.08; 2.03.08.08,否
https://opencode.ai/docs/1-0/,200,Migrating to 1.0 | OpenCode,42019,接口,,1,IP地址,5,IP地址:31.2.69.82; 1.9.91.08; 5.92.42.36; 4.32.08.08; 2.03.08.08,否
https://opencode.ai/docs/commands/,200,Commands | OpenCode,76339,接口,,1,IP地址|Basic认证|Authorization,5|1|1,IP地址:31.2.69.82; 1.9.91.08; 5.92.42.36; 4.32.08.08; 2.03.08.08|Basic认证:basic structure|Authorization:basic structure,否
https://opencode.ai/docs/custom-tools/,200,Custom Tools | OpenCode,68809,接口,,1,IP地址,5,IP地址:31.2.69.82; 1.9.91.08; 5.92.42.36; 4.32.08.08; 2.03.08.08,否
https://opencode.ai/docs/plugins/,200,Plugins | OpenCode,92958,接口,,1,IP地址|Authorization,5|1,IP地址:31.2.69.82; 1.9.91.08; 5.92.42.36; 4.32.08.08; 2.03.08.08|Authorization:Basic structure,否
https://opencode.ai/docs/acp/,200,ACP Support | OpenCode,64445,接口,,1,IP地址,5,IP地址:31.2.69.82; 1.9.91.08; 5.92.42.36; 4.32.08.08; 2.03.08.08,否
https://opencode.ai/docs/formatters/,200,Formatters | OpenCode,53949,接口,,1,IP地址,5,IP地址:31.2.69.82; 1.9.91.08; 5.92.42.36; 4.32.08.08; 2.03.08.08,否
https://opencode.ai/docs/lsp/,200,LSP Servers | OpenCode,55107,接口,,1,IP地址,5,IP地址:31.2.69.82; 1.9.91.08; 5.92.42.36; 4.32.08.08; 2.03.08.08,否
https://opencode.ai/docs/zen,200,Zen | OpenCode,66380,接口,,2,IP地址|邮箱,5|1,IP地址:31.2.69.82; 1.9.91.08; 5.92.42.36; 4.32.08.08; 2.03.08.08|邮箱:contact@anoma.ly,否
https://opencode.ai/docs/agents/,200,Agents | OpenCode,155335,接口,,1,IP地址,5,IP地址:31.2.69.82; 1.9.91.08; 5.92.42.36; 4.32.08.08; 2.03.08.08,否
https://opencode.ai/docs/mcp-servers/,200,MCP servers | OpenCode,116885,接口,,1,IP地址|Authorization,5|1,IP地址:31.2.69.82; 1.9.91.08; 5.92.42.36; 4.32.08.08; 2.03.08.08|Authorization:Bearer MY_API_KEY,否
https://opencode.ai/docs/config/,200,Config | OpenCode,144896,接口,,1,IP地址|Basic认证|Authorization,6|1|2,IP地址:31.2.69.82; 0.0.0.0; 1.9.91.08; 5.92.42.36; 4.32.08.08; 2.03.08.08|Basic认证:basic structure|Authorization:basic structure; Bearer tokens,否
https://opencode.ai/docs/sdk/,200,SDK | OpenCode,94224,接口,,1,内网IP|IP地址,1|6,"内网IP:('127.0.0.1', '')|IP地址:31.2.69.82; 1.9.91.08; 127.0.0.1; 5.92.42.36; 4.32.08.08; 2.03.08.08",否
https://opencode.ai/docs/providers/,200,Providers | OpenCode,294346,接口,,1,内网IP|IP地址|Basic认证|Authorization,1|6|1|3,"内网IP:('127.0.0.1', '')|IP地址:31.2.69.82; 1.9.91.08; 127.0.0.1; 5.92.42.36; 4.32.08.08; 2.03.08.08|Basic认证:bearer token|Authorization:Bearer Token; Bearer custom-token; bearer token",否
https://opencode.ai/docs/keybinds,200,Keybinds | OpenCode,80517,接口,,2,IP地址,5,IP地址:31.2.69.82; 1.9.91.08; 5.92.42.36; 4.32.08.08; 2.03.08.08,否
https://opencode.ai/docs/enterprise,200,Enterprise | OpenCode,54067,接口,,2,IP地址|邮箱,5|1,IP地址:31.2.69.82; 1.9.91.08; 5.92.42.36; 4.32.08.08; 2.03.08.08|邮箱:contact@anoma.ly,否
https://opencode.ai/docs/providers,200,Providers | OpenCode,294346,接口,,2,内网IP|IP地址|Basic认证|Authorization,1|6|1|3,"内网IP:('127.0.0.1', '')|IP地址:31.2.69.82; 1.9.91.08; 127.0.0.1; 5.92.42.36; 4.32.08.08; 2.03.08.08|Basic认证:bearer token|Authorization:Bearer Token; Bearer custom-token; bearer token",否
https://opencode.ai/docs/config,200,Config | OpenCode,144896,接口,,2,IP地址|Basic认证|Authorization,6|1|2,IP地址:31.2.69.82; 0.0.0.0; 1.9.91.08; 5.92.42.36; 4.32.08.08; 2.03.08.08|Basic认证:basic structure|Authorization:basic structure; Bearer tokens,否
https://opencode.ai/docs/tui,200,TUI | OpenCode,85790,接口,,2,IP地址,5,IP地址:31.2.69.82; 1.9.91.08; 5.92.42.36; 4.32.08.08; 2.03.08.08,否
https://opencode.ai/docs/server,200,Server | OpenCode,76210,接口,,2,内网IP|IP地址,1|6,"内网IP:('127.0.0.1', '')|IP地址:31.2.69.82; 1.9.91.08; 127.0.0.1; 5.92.42.36; 4.32.08.08; 2.03.08.08",否
https://opencode.ai/docs/github,200,GitHub | OpenCode,88690,接口,,2,IP地址,5,IP地址:31.2.69.82; 1.9.91.08; 5.92.42.36; 4.32.08.08; 2.03.08.08,否
https://opencode.ai/docs/share,200,Share | OpenCode,50198,接口,,2,IP地址,5,IP地址:31.2.69.82; 1.9.91.08; 5.92.42.36; 4.32.08.08; 2.03.08.08,否
https://opencode.ai/docs/themes,200,Themes | OpenCode,108429,接口,,2,IP地址,5,IP地址:31.2.69.82; 1.9.91.08; 5.92.42.36; 4.32.08.08; 2.03.08.08,否
https://opencode.ai/docs/rules,200,Rules | OpenCode,67175,接口,,2,IP地址,5,IP地址:31.2.69.82; 1.9.91.08; 5.92.42.36; 4.32.08.08; 2.03.08.08,否
https://opencode.ai/docs/permissions,200,Permissions | OpenCode,70242,接口,,2,IP地址,5,IP地址:31.2.69.82; 1.9.91.08; 5.92.42.36; 4.32.08.08; 2.03.08.08,否
https://opencode.ai/docs/tools,200,Tools | OpenCode,89143,接口,,2,IP地址,5,IP地址:31.2.69.82; 1.9.91.08; 5.92.42.36; 4.32.08.08; 2.03.08.08,否
https://opencode.ai/docs/models,200,Models | OpenCode,72836,接口,,2,IP地址,5,IP地址:31.2.69.82; 1.9.91.08; 5.92.42.36; 4.32.08.08; 2.03.08.08,否
https://opencode.ai/docs/agents,200,Agents | OpenCode,155335,接口,,2,IP地址,5,IP地址:31.2.69.82; 1.9.91.08; 5.92.42.36; 4.32.08.08; 2.03.08.08,否
https://opencode.ai/docs/ide,200,IDE | OpenCode,40816,接口,,2,IP地址,5,IP地址:31.2.69.82; 1.9.91.08; 5.92.42.36; 4.32.08.08; 2.03.08.08,否
https://opencode.ai/docs/plugins,200,Plugins | OpenCode,92958,接口,,2,IP地址|Authorization,5|1,IP地址:31.2.69.82; 1.9.91.08; 5.92.42.36; 4.32.08.08; 2.03.08.08|Authorization:Basic structure,否
https://opencode.ai/docs/lsp,200,LSP Servers | OpenCode,55107,接口,,2,IP地址,5,IP地址:31.2.69.82; 1.9.91.08; 5.92.42.36; 4.32.08.08; 2.03.08.08,否
https://opencode.ai/docs/cli,200,CLI | OpenCode,95005,接口,,2,内网IP|IP地址,1|7,"内网IP:('10.20.30.40', '')|IP地址:31.2.69.82; 0.0.0.0; 1.9.91.08; 5.92.42.36; 10.20.30.40; 4.32.08.08; 2.03.08.08",否
https://opencode.ai/docs/formatters,200,Formatters | OpenCode,53949,接口,,2,IP地址,5,IP地址:31.2.69.82; 1.9.91.08; 5.92.42.36; 4.32.08.08; 2.03.08.08,否
https://opencode.ai/docs/commands,200,Commands | OpenCode,76339,接口,,2,IP地址|Basic认证|Authorization,5|1|1,IP地址:31.2.69.82; 1.9.91.08; 5.92.42.36; 4.32.08.08; 2.03.08.08|Basic认证:basic structure|Authorization:basic structure,否
https://opencode.ai/docs/custom-tools,200,Custom Tools | OpenCode,68809,接口,,2,IP地址,5,IP地址:31.2.69.82; 1.9.91.08; 5.92.42.36; 4.32.08.08; 2.03.08.08,否
https://opencode.ai/docs/sdk,200,SDK | OpenCode,94224,接口,,2,内网IP|IP地址,1|6,"内网IP:('127.0.0.1', '')|IP地址:31.2.69.82; 1.9.91.08; 127.0.0.1; 5.92.42.36; 4.32.08.08; 2.03.08.08",否
https://opencode.ai/docs/mcp-servers,200,MCP servers | OpenCode,116885,接口,,2,IP地址|Authorization,5|1,IP地址:31.2.69.82; 1.9.91.08; 5.92.42.36; 4.32.08.08; 2.03.08.08|Authorization:Bearer MY_API_KEY,否
