URL,状态,标题,长度,链接类型,重定向,深度,敏感信息类型,敏感信息数量,敏感信息详细清单,是否重复
https://code.claude.com/docs/en/plugins/my-plugin/commands/,200,Page Not Found,388328,接口,,3,Windows路径,1,Windows路径:g:\\\,否
https://code.claude.com/docs/en/styles/,200,Page Not Found,386285,接口,,3,Windows路径,1,Windows路径:g:\\\,否
https://code.claude.com/docs/en/Plugins,200,Page Not Found,390643,接口,,3,Windows路径,1,Windows路径:g:\\\,否
https://code.claude.com/docs/en/Identity,200,Page Not Found,390778,接口,,3,Windows路径,1,Windows路径:g:\\\,否
https://code.claude.com/docs/en/model-config%5C,200,Page Not Found,386342,接口,,3,Windows路径,1,Windows路径:g:\\\,否
https://code.claude.com/docs/en/plans,200,Page Not Found,388270,接口,,2,Windows路径,1,Windows路径:g:\\\,否
https://code.claude.com/docs/en/sub-agents,200,Create custom subagents - Claude Code Docs,1069704,接口,,1,Basic认证|Authorization|Windows路径,1|1|1,Basic认证:basic environment|Authorization:basic environment|Windows路径:g:\\\,否
https://code.claude.com/docs/en/domain,200,Page Not Found,390638,接口,,3,Windows路径,1,Windows路径:g:\\\,否
https://code.claude.com/docs/en/path,200,Page Not Found,386711,接口,,3,Windows路径,1,Windows路径:g:\\\,否
https://code.claude.com/docs/en/iam%5C,200,Page Not Found,387783,接口,,3,Windows路径,1,Windows路径:g:\\\,否
https://code.claude.com/docs/en/Optimize,200,Page Not Found,390648,接口,,3,Windows路径,1,Windows路径:g:\\\,否
https://code.claude.com/docs/en/overview%5C,200,Page Not Found,390697,接口,,3,Windows路径,1,Windows路径:g:\\\,否
https://code.claude.com/docs/en/Common,200,Page Not Found,390552,接口,,3,Windows路径,1,Windows路径:g:\\\,否
https://code.claude.com/docs/en/settings%5C,200,Page Not Found,386345,接口,,2,Windows路径,1,Windows路径:g:\\\,否
https://code.claude.com/docs/en/Model,200,Page Not Found,390423,接口,,3,Windows路径,1,Windows路径:g:\\\,否
https://code.claude.com/docs/en/legal-and-compliance%5C,200,Page Not Found,384256,接口,,3,Windows路径,1,Windows路径:g:\\\,否
https://code.claude.com/docs/en/terminal-config%5C,200,Page Not Found,386465,接口,,3,Windows路径,1,Windows路径:g:\\\,否
https://code.claude.com/docs/en/Hooks,200,Page Not Found,390447,接口,,2,Windows路径,1,Windows路径:g:\\\,否
https://code.claude.com/docs/en/Configure,200,Page Not Found,390690,接口,,2,Windows路径,1,Windows路径:g:\\\,否
https://code.claude.com/docs/en/hooks%5C,200,Page Not Found,388329,接口,,2,Windows路径,1,Windows路径:g:\\\,否
https://code.claude.com/docs/en/gitlab-ci-cd%5C,200,Page Not Found,390972,接口,,3,Windows路径,1,Windows路径:g:\\\,否
https://code.claude.com/docs/en/github-actions%5C,200,Page Not Found,390872,接口,,3,Windows路径,1,Windows路径:g:\\\,否
https://code.claude.com/docs/en/scripts/security-check.sh,200,Page Not Found,389196,SH,,2,Windows路径,1,Windows路径:g:\\\,否
https://code.claude.com/docs/en/plugin-marketplaces%5C,200,Page Not Found,388279,接口,,3,Windows路径,1,Windows路径:g:\\\,否
https://code.claude.com/docs/en/scripts/run-linter.sh,200,Page Not Found,389172,SH,,2,Windows路径,1,Windows路径:g:\\\,否
https://code.claude.com/docs/en/common-workflows%5C,200,Page Not Found,390799,接口,,3,Windows路径,1,Windows路径:g:\\\,否
https://code.claude.com/docs/en/mcp%5C,200,Page Not Found,388267,接口,,2,Windows路径,1,Windows路径:g:\\\,否
https://code.claude.com/docs/en/changelog,200,claude-code/CHANGELOG.md at main · anthropics/claude-code · GitHub,561057,接口,,3,企业注册号|内网IP|IP地址|Facebook客户端ID|AWS S3|AWS S3 URL|Windows路径,1|1|10|1|1|1|2,"企业注册号:685955000000001|内网IP:('10.436.55.096', '')|IP地址:5.5.75.75; 09.047.171.125; 05.015.098.042; 05.053.096.108; 1.5.75.75; 138.112.25.25; 4.084.75.75; 1.7.75.75; 012.076.024.148; 002.002.004.004|Facebook客户端ID:('fb', ':app_id"" content=')|AWS S3:github-cloud.s3.amazonaws.com|AWS S3 URL:github-cloud.s3.amazonaws.com|Windows路径:C:\\Program Files\\ClaudeCode\u003c/code\u003e if it exists. Support for \u003ccode\u003eC; C:\\ProgramData\\ClaudeCode\\managed-settings.json\u003c/code\u003e - administrators should migrate to \u003ccode\u003eC",否
https://code.claude.com/docs/en/url,200,Page Not Found,390874,接口,,2,Windows路径,1,Windows路径:g:\\\,否
https://code.claude.com/docs/en/plugins/Claude,200,Page Not Found,388427,接口,,3,Windows路径,1,Windows路径:g:\\\,否
https://code.claude.com/docs/en/plugins/noindex,200,Page Not Found,388459,接口,,3,Windows路径,1,Windows路径:g:\\\,否
https://code.claude.com/docs/en/,200,Claude Code overview - Claude Code Docs,530159,接口,,3,Windows路径,1,Windows路径:g:\\\,否
https://code.claude.com/docs/en/plugins/path.join,200,Page Not Found,386849,JOIN,,3,Windows路径,1,Windows路径:g:\\\,否
https://code.claude.com/docs/en/This,200,Page Not Found,390642,接口,,2,Windows路径,1,Windows路径:g:\\\,否
https://code.claude.com/docs/en/plugins/custom,200,Page Not Found,386831,接口,,3,Windows路径,1,Windows路径:g:\\\,否
https://code.claude.com/docs/en/commands/core/path.join,200,Page Not Found,389188,JOIN,,3,Windows路径,1,Windows路径:g:\\\,否
https://code.claude.com/docs/en/plugins/Mintlify,200,Page Not Found,388402,接口,,3,Windows路径,1,Windows路径:g:\\\,否
https://code.claude.com/docs/en/commands/core/noindex,200,Page Not Found,390591,接口,,3,Windows路径,1,Windows路径:g:\\\,否
https://code.claude.com/docs/en/commands/core/width=device-width,200,Page Not Found,390666,接口,,3,Windows路径,1,Windows路径:g:\\\,否
https://code.claude.com/docs/en/commands/core/Mintlify,200,Page Not Found,390596,接口,,3,Windows路径,1,Windows路径:g:\\\,否
https://code.claude.com/docs/en/setup%5C,200,Page Not Found,387768,接口,,3,Windows路径,1,Windows路径:g:\\\,否
https://code.claude.com/docs/en/commands/core/custom,200,Page Not Found,390766,接口,,3,Windows路径,1,Windows路径:g:\\\,否
https://code.claude.com/docs/en/plugins/width=device-width,200,Page Not Found,388472,接口,,3,Windows路径,1,Windows路径:g:\\\,否
https://code.claude.com/docs/en/commands/core/Claude,200,Page Not Found,389170,接口,,3,Windows路径,1,Windows路径:g:\\\,否
